,pid,pkey,pauthor,peditor,ptitle,pyear,paddress,ppublisher,pseries,pjournal,pjournalfull,pbooktitle,pbooktitlefull,ptype
715,396798,conf/icn/bistarellis08,francesco santini|stefano bistarelli,,a formal and practical framework for constraintbased routing,2008,,,,,,,messung,inproceedings
716,899081,conf/icassp/matungkaze09,rittavee matungka|robert l ewing|yuan f zheng,,aerial image registration using projective polar transform,2009,,,,,,icassp,international conference on image analysis and recognition,inproceedings
717,589225,conf/mm/krithivasani05,saraswathi krithivasan|sridhar iyer,,enhancing quality of service by exploiting delay tolerance in multimedia applications,2005,,,,,,,,inproceedings
718,252039,conf/fpl/pardolcb06,diego cabello|fernando pardo|m balsi|p lopez,,fpga implementation of d thermal model simulator,2006,,,,,,fpl,intelligent virtual agents,inproceedings
719,380833,conf/icip/cagnazzommp09,beatrice pesquetpopescu|marco cagnazzo|thomas maugey|wided miled,,image interpolation with edgepreserving differential motion refinement,2009,,,,,,,messung,inproceedings
720,2015907,journals/ieicet/haradas09,hideaki sakai|koji harada,,robust channel order selection based on spectral matching,2009,,,,ieice transactions,international journal of algebra and computation ijac,,messung,article
721,631321,conf/percom/knollwsw07,arno wacker|gregor schiele|mirko knoll|torben weis,,decentralized bootstrapping in pervasive applications,2007,,,,,,,,article
722,2178566,journals/pe/bosejll06,amit bose|bin liu|gang li|xiaoyue jiang,,analysis of manufacturing blocking systems with network calculus,2006,,,,perform eval,international journal of metadata,,messung,article
723,1909316,journals/corr/abs-0705-0552,rajeev raman|srinivasa rao satti|venkatesh raman,,succinct indexable dictionaries with applications to encoding kary trees prefix sums and multisets,2007,,,,corr,international journal of wireless information networks,,messung,inproceedings
724,2049831,journals/integration/hassanae05,hassan hassan|mohab anis|mohamed i elmasry,,design and optimization of mos current mode logic for parameter variations,2005,,,,,,,messung,inproceedings
725,1926335,journals/corr/abs-1006-3027,alexander kurz|daniela petrisan|jiri velebil,,algebraic theories over nominal sets,2010,,,,corr,international journal of wireless information networks,,,article
726,439558,conf/ideal/limwl03,k y michael wong|peixun luo|s w lim,,agentbased modeling of efficient markets,2003,,,,,,ideal,applications of natural language to data bases,inproceedings
727,320938,conf/icapr/wuig01,krassimir g ianakiev|venu govindaraju|yingquan wu,,improvements in knearest neighbor classification,2001,,,,,,,messung,inproceedings
728,372858,conf/icip/jaind99,anil k jain|nicolae duta,,deformable matching of hand shapes for user verification,1999,,,,,,,messung,inproceedings
729,835563,conf/apccas/tantryoya02,hideki asai|shashidhar tantry|takao oura|teru yoneyama,,a low voltage floating resistor having positive and negative resistance values,2002,,,,,,,messung,inproceedings
730,259933,conf/fuzzy/combior04,barbara oliboni|carlo combi|rosalba rossato,,evaluating fuzzy association rules on xml documents,2004,,,,,,,messung,inproceedings
731,378491,conf/icip/unalseyftrkshw06,andreas ess|anthony j yezzi|gozde b unal|gregory g slabaugh|jason tyan|martin requardt|mukesh harisinghani|ralph weissleder|ravi t seethamraju|robert krieg|tong fang,,semiautomatic lymph node segmentation in lnmri,2006,,,,,,icip,cluster computing,inproceedings
732,1873405,journals/cgf/shillw08,renhong wang|shujin lin|xiaonan luo|zhuo shi,,interpolatory and mixed loop schemes,2008,,,,comput graph forum,international journal of mobile communications ijmc,,messung,article
733,632512,conf/pervasive/altes09,albrecht schmidt|christoph evers|florian alt,,users view on contextsensitive car advertisements,2009,,,,,,pervasive,wiredwireless internet communications,inproceedings
734,86911,conf/caip/flittibhbc09,amine bermak|christophe collet|du q huynh|farid flitti|mohammed bennamoun,,probabilistic satellite image fusion,2009,,,,,,caip,conference on software engineering and formal methods,inproceedings
735,535180,conf/itc/zhangh01,ian g harris|qiushuang zhang,,a validation fault model for timinginduced functional errors,2001,,,,,,itc,iberian conference on pattern recognition and image analysis,inproceedings
736,2015985,journals/ieicet/weerakkodyfk09,ahmet m kondoz|anil fernando|rajitha weerakkody,,modifying the turbo decoder for dvc over wireless channels,2009,,,,ieice transactions,international journal of algebra and computation ijac,icme,parallel problem solving from nature,inproceedings
737,2727,books/sp/datamining2005/burges05,christopher j c burges,,geometric methods for feature extraction and dimensional reduction  a guided tour,2005,,,,,,,messung,inproceedings
738,2388695,journals/cce/andersonkcss05,a chipperfield|j swithenbank|s r anderson|v sharifi|visakan kadirkamanathan,,multiobjective optimization of operational variables in a waste incineration plant,2005,,,,computers  chemical engineering,journal of computer applications in technology,,messung,article
739,509315,conf/isda/castiglionep09,filippo castiglione|francesco pappalardo,,toward multiorgans simulations of immunepathogen interactions,2009,,,,,,,messung,phdthesis
740,2317634,journals/mr/keimasiap07,michael h azarian|michael pecht|mohammadreza keimasi,,isothermal aging effects on flex cracking of multilayer ceramic capacitors with standard and flexible terminations,2007,,,,microelectronics reliability,journal of digital content technology and its applications,,messung,article
741,351092,conf/icde/goersh93,andreas heuer|jutta goers,,definition and application of metaclasses in an objectoriented database model,1993,,,,,,icde,enterprise distributed object computing conference,inproceedings
742,2295450,journals/wi/knolmayerm03,gerhard knolmayer|marcandre mittermayer,,outsourcing asp und managed services,2003,,,,wirtschaftsinformatik,international journal of bioinformatics research and applications ijbra,,messung,incollection
743,428978,conf/icse/blancmmm08,alix mougenot|isabelle mounier|tom mens|xavier blanc,,detecting model inconsistency through operationbased model construction,2008,,,,,,icse,ieee international conference on automatic face and gesture recognition,phdthesis
744,519277,conf/isnn/shenouda06,emad a m andrews shenouda,,a quantitative comparison of different mlp activation functions in classification,2006,,,,,,isnn ,artificial intelligence methodology,inproceedings
745,2009532,journals/ieicet/phrompichaiys05,peerapol yuvapoositanon|phaophak sirisuk|samphan phrompichai,,subspacebased interference suppression technique for longcode downlink cdma adaptive receiver,2005,,,,ieice transactions,international journal of algebra and computation ijac,,messung,article
746,359257,conf/iceis/terzisnwdf99,john fuller|paddy nixon|simon a dobson|sotirios terzis|vincent p wade,,the future of enterprise groupware applications,1999,,,,,,iceis,tapsoft,inproceedings
747,402457,conf/iconip/galluppirdf10,alexander d rast|francesco galluppi|sergio davies|steve furber,,a generalpurpose model translation system for a universal neural chip,2010,,,,,,iconip ,neural computing and applications,inproceedings
748,740703,conf/tsd/cervazsn08,jan nouza|jan silovsky|jindrich zdansky|petr cerva,,study on speaker adaptation methods in the broadcast news transcription task,2008,,,,,,tsd,fuji international symposium on functional and logic programming,inproceedings
749,491809,conf/isbi/jungy08,hong jung|jong chul ye,,high resolution dynamic mri using motion estimated and compensated compressed sensing,2008,,,,,,,messung,inproceedings
750,400200,conf/icoin/kangn04,badri nath|jaewon kang,,dynamic bandwidth adaptation using mobile ip in hybrid cellular networks,2004,,,,,,icoin,workshop on openmp applications and tools,inproceedings
751,451574,conf/ifip6-8/schmidtsbamg03,albrecht schmidt|florian michahelles|frank siegemund|hanswerner gellersen|michael beigl|stavros antifakos,,mobile ad hoc communication issues in ubiquitous computing  the smartits experimentation platforms,2003,,,,,,pwc,ai in medicine in europe,inproceedings
752,583400,conf/miccai/maesldvs99,dirk vandermeulen|frederik maes|koen van leemput|lynn e delisi|paul suetens,,quantification of cerebral grey and white matter asymmetry from mri,1999,,,,,,miccai,visualization symposium,inproceedings
753,723100,conf/splc/beuchebdfghjjkmw07,andreas birk|andreas fleischmann|andreas wolfram|danilo beuche|dirk janzen|gerald heller|heidi galle|heinrich dreier|isabel john|ramin tavakoli kolagari|thomas von der massen,,using requirements management tools in software product line engineering the state of the practice,2007,,,,,,splc,computational aspects of social networks,phdthesis
754,517784,conf/ismvl/xiaww02,penjung wang|xunwei wu|yinshui xia,,design of ternary schmitt triggers based on its sequential characteristics,2002,,,,,,,messung,inproceedings
755,370591,conf/icip/ahamdj03,imran ahmad|taeksueng jang,,old fashion textbased image retrieval using fca,2003,,,,,,icip ,information systems management,inproceedings
756,345660,conf/icdar/linls95,koong h c lin|reylong liu|vonwun soo,,interactive acquisition of thematic information of chinese verbs for judicial verdict document understanding using templates syntactic clues and heuristics,1995,,,,,,,messung,inproceedings
757,604085,conf/nips/alspectorajzm90,anthony jayakumar|joshua alspector|robert b allen|ronny meir|torsten zeppenfeld,,relaxation networks for large supervised learning problems,1990,,,,,,nips,string processing and information retrieval,inproceedings
758,80889,conf/bpm/rinderlerd04,manfred reichert|peter dadam|stefanie rinderle,,on dealing with structural conflicts between process type and instance changes,2004,,,,,,,messung,inproceedings
759,2147919,journals/mlq/pauly10,arno pauly,,on the semilattices induced by continuous reducibilities,2010,,,,math log q,ieee transactions on learning technologies,,messung,inproceedings
760,832567,conf/globecom/fazelgjf08,alfred grau|fatemeh fazel|franco de flaviis|hamid jafarkhani,,stateselection in a spacetimestate block coded mimo communication system using reconfigurable pixel antennas,2008,,,,,,globecom,conference on current trends in theory and practice of informatics,phdthesis
761,900314,conf/icassp/ohtakn07,satoshi ohta|yasuo nomura|yoshinobu kajikawa,,acoustic echo cancellation using subadaptive filter,2007,,,,,,,messung,article
762,23645,conf/acl/filalib05,jeff bilmes|karim filali,,a dynamic bayesian framework to model context and memory in edit distance learning an application to pronunciation classification,2005,,,,,,acl,international workshop on advanced research in geographic information systems,inproceedings
763,33180,conf/afips/morgan76,howard lee morgan,,office automation project a research perspective,1976,,,,,,,messung,inproceedings
764,2158964,journals/nar/psarroshsths05,beate sick|gnanasekaran thoppae|keith harshman|manuela sick|michael psarros|steffen heber,,race remote analysis computation for gene expression data,2005,,,,,,,messung,article
765,882085,conf/cdc/zhangh08,jianghai hu|wei zhang,,on the value functions of the optimal quadratic regulation problem for discretetime switched linear systems,2008,,,,,,cdc,working conference on reverse engineering,inproceedings
766,70045,conf/ausai/spencerwm04,john mccullagh|matthew spencer|tim whitfort,,mapping dryland salinity using neural networks,2004,,,,,,,,inproceedings
767,174617,conf/delfi/hoermannjss03,cornelia seeberg|ralf steinmetz|ronny john|stefan hoermann,,evaluation von datenbanken zur speicherung von strukturierten metadaten am beispiel lom,2003,,,,,,delfi,journal of the international computer games association,inproceedings
768,1889537,journals/comcom/mohant08,e cheng tien|gurusamy mohan,,qos routing in gmplscapable integrated ipwdm networks with router cost constraints,2008,,,,computer communications,international journal of embedded systems ijes,,messung,article
769,375942,conf/icip/sucher95,ralph sucher,,a recursive nonlinear filter for removal of impulse noise,1995,,,,,,icip,cluster computing,inproceedings
770,195120,conf/ecai/torret98,leendert w n van der torre|yaohua tan,,an update semantics for prima facie obligations,1998,,,,,,ecai,pervasive technologies related to assistive environments,inproceedings
771,8922,conf/ieeeares/freir08,adrian frei|marc rennhard,,histogram matrix log file visualization for anomaly detection,2008,,,,,,,messung,article
772,593215,conf/mobicom/baog02,j j garcialunaaceves|lichun bao,,transmission scheduling in ad hoc networks with directional antennas,2002,,,,,,mobicom,compilers,inproceedings
773,800050,conf/icwmc/dainw06,hongning dai|kamwing ng|minyou wu,,an overview of mac protocols with directional antennas in wireless ad hoc networks,2006,,,,,,,messung,inproceedings
